,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP
1057,45,CHI,Sean Lampley,University of California,2.0,45.0,550.0,203.0,94.0,33.0,0.46299999999999997,0.0,0.691,12.2,4.5,2.1,0.7,1.1,0.096,-3.2,-0.2
1058,46,MIN,Loren Woods,University of Arizona,6.0,215.0,2428.0,555.0,682.0,74.0,0.419,0.14300000000000002,0.642,11.3,2.6,3.2,0.3,3.1,0.062,-2.9,-0.6
1059,47,DEN,Ousmane Cisse,,,,,,,,,,,15.9,5.9799999999999995,2.3866666666666663,1.806666666666667,,0.1528,-0.5800000000000002,3.2066666666666674
1060,48,MEM,Antonis Fotsis,,1.0,28.0,320.0,108.0,62.0,10.0,0.40399999999999997,0.304,0.85,11.4,3.9,2.2,0.4,0.1,0.017,-4.9,-0.2
1061,49,MIA,Ken Johnson,Ohio State University,1.0,16.0,156.0,32.0,32.0,0.0,0.405,,0.33299999999999996,9.8,2.0,2.0,0.0,0.0,-0.002,-10.0,-0.3
1062,50,POR,Ruben Boumtje-Boumtje,Georgetown University,3.0,44.0,276.0,43.0,57.0,6.0,0.368,,0.556,6.3,1.0,1.3,0.1,0.2,0.027000000000000003,-4.5,-0.2
1063,51,PHO,Alton Ford,University of Houston,3.0,73.0,524.0,186.0,124.0,11.0,0.507,,0.6970000000000001,7.2,2.5,1.7,0.2,0.8,0.07400000000000001,-6.5,-0.6
1064,52,MIL,Andre Hutson,Michigan State University,,,,,,,,,,10.064285714285715,2.9999999999999996,1.5785714285714287,0.9285714285714287,,0.03264285714285714,-3.8,0.15
1065,53,UTA,Jarron Collins,Stanford University,10.0,542.0,8542.0,2095.0,1579.0,419.0,0.455,0.0,0.6990000000000001,15.8,3.9,2.9,0.8,15.7,0.08800000000000001,-1.8,0.5
1066,54,DAL,Kenny Satterfield,University of Cincinnati,2.0,75.0,1062.0,321.0,95.0,176.0,0.335,0.218,0.746,14.2,4.3,1.3,2.3,-1.1,-0.051,-6.1,-1.1
1067,55,SAC,Maurice Jeffers,Saint Louis University,,,,,,,,,,13.02727272727273,4.372727272727274,1.8818181818181818,1.118181818181818,,-0.010454545454545444,-5.245454545454545,0.9454545454545454
1068,56,SAS,Robertas Javtokas,,,,,,,,,,,11.76666666666667,3.9888888888888894,1.7666666666666668,1.2333333333333332,,0.025333333333333333,-4.477777777777778,-0.4222222222222222
1069,57,PHI,Alvin Jones,Georgia Institute of Technology,1.0,23.0,126.0,26.0,36.0,3.0,0.4,,0.5,5.5,1.1,1.6,0.1,0.1,0.034,-4.5,-0.1
1070,1,NJN,Kenyon Martin,University of Cincinnati,15.0,757.0,23134.0,9325.0,5159.0,1439.0,0.483,0.23399999999999999,0.629,30.6,12.3,6.8,1.9,48.0,0.1,0.7,15.5
1071,2,VAN,Stromile Swift,Louisiana State University,9.0,547.0,10804.0,4582.0,2535.0,275.0,0.473,0.07400000000000001,0.6990000000000001,19.8,8.4,4.6,0.5,21.3,0.095,-1.9,0.2
1072,3,LAC,Darius Miles,,7.0,446.0,11730.0,4507.0,2190.0,840.0,0.47200000000000003,0.168,0.59,26.3,10.1,4.9,1.9,9.5,0.039,-1.2,2.3
1073,4,CHI,Marcus Fizer,Iowa State University,6.0,289.0,6032.0,2782.0,1340.0,352.0,0.435,0.191,0.691,20.9,9.6,4.6,1.2,2.7,0.022000000000000002,-4.7,-4.1
1074,5,ORL,Mike Miller,University of Florida,17.0,1032.0,27812.0,10973.0,4376.0,2666.0,0.45899999999999996,0.40700000000000003,0.769,26.9,10.6,4.2,2.6,60.7,0.105,0.9,20.3
1075,6,ATL,DerMarr Johnson,University of Cincinnati,7.0,344.0,5930.0,2121.0,769.0,304.0,0.41100000000000003,0.336,0.789,17.2,6.2,2.2,0.9,6.4,0.052000000000000005,-1.6,0.6
1076,7,CHI,Chris Mihm,University of Texas at Austin,8.0,436.0,8758.0,3262.0,2302.0,223.0,0.45899999999999996,0.231,0.7040000000000001,20.1,7.5,5.3,0.5,13.3,0.073,-3.8,-4.1
1077,8,CLE,Jamal Crawford,University of Michigan,19.0,1313.0,38676.0,19240.0,2926.0,4478.0,0.41,0.34700000000000003,0.862,29.5,14.7,2.2,3.4,60.0,0.07400000000000001,-1.1,8.9
1078,9,HOU,Joel Przybilla,University of Minnesota,13.0,592.0,11733.0,2293.0,3665.0,256.0,0.552,0.0,0.557,19.8,3.9,6.2,0.4,23.0,0.094,-0.9,3.3
1079,10,ORL,Keyon Dooling,University of Missouri,13.0,728.0,14134.0,5067.0,964.0,1601.0,0.41600000000000004,0.349,0.799,19.4,7.0,1.3,2.2,18.5,0.063,-3.0,-3.6
1080,11,BOS,Jerome Moiso,"University of California, Los Angeles",5.0,145.0,1392.0,386.0,395.0,38.0,0.489,0.0,0.593,9.6,2.7,2.7,0.3,2.1,0.07400000000000001,-3.8,-0.6
1081,12,DAL,Etan Thomas,Syracuse University,9.0,409.0,7084.0,2341.0,1927.0,149.0,0.513,,0.603,17.3,5.7,4.7,0.4,14.9,0.10099999999999999,-2.6,-1.0
1082,13,ORL,Courtney Alexander,"California State University, Fresno",3.0,187.0,4067.0,1690.0,409.0,227.0,0.42200000000000004,0.33899999999999997,0.813,21.7,9.0,2.2,1.2,4.1,0.048,-4.0,-2.1
1083,14,DET,Mateen Cleaves,Michigan State University,6.0,167.0,1863.0,609.0,175.0,310.0,0.389,0.267,0.728,11.2,3.6,1.0,1.9,-0.8,-0.021,-6.3,-2.0
1084,15,MIL,Jason Collier,Georgia Institute of Technology,5.0,151.0,2178.0,841.0,443.0,51.0,0.455,0.35,0.738,14.4,5.6,2.9,0.3,1.9,0.042,-6.3,-2.3
1085,16,SAC,Hedo Turkoglu,,15.0,997.0,26695.0,11022.0,3971.0,2832.0,0.426,0.384,0.784,26.8,11.1,4.0,2.8,63.3,0.114,1.2,21.4
1086,17,SEA,Desmond Mason,Oklahoma State University,10.0,643.0,19641.0,7767.0,2863.0,1049.0,0.449,0.26,0.74,30.5,12.1,4.5,1.6,23.1,0.055999999999999994,-2.4,-1.9
1087,18,LAC,Quentin Richardson,DePaul University,13.0,783.0,20785.0,8032.0,3666.0,1138.0,0.397,0.355,0.718,26.5,10.3,4.7,1.5,32.8,0.076,-0.3,8.9
1088,19,CHH,Jamaal Magloire,University of Kentucky,12.0,680.0,14621.0,4917.0,4408.0,386.0,0.48,0.0,0.639,21.5,7.2,6.5,0.6,27.7,0.091,-2.9,-3.3
1089,20,PHI,Speedy Claxton,Hofstra University,7.0,334.0,8548.0,3096.0,830.0,1441.0,0.409,0.193,0.762,25.6,9.3,2.5,4.3,14.2,0.08,-0.7,2.8
1090,21,TOR,Morris Peterson,Michigan State University,11.0,711.0,19366.0,7628.0,2483.0,1090.0,0.418,0.373,0.773,27.2,10.7,3.5,1.5,35.7,0.08900000000000001,0.0,9.7
1091,22,NYK,Donnell Harvey,University of Florida,5.0,205.0,3318.0,1150.0,827.0,161.0,0.46,0.1,0.659,16.2,5.6,4.0,0.8,4.7,0.069,-2.7,-0.6
1092,23,UTA,DeShawn Stevenson,,13.0,824.0,18396.0,5930.0,1832.0,1355.0,0.406,0.34,0.698,22.3,7.2,2.2,1.6,12.1,0.032,-3.0,-4.6
1093,24,CHI,Dalibor Bagaric,,3.0,95.0,973.0,251.0,238.0,37.0,0.361,0.0,0.5589999999999999,10.2,2.6,2.5,0.4,-0.9,-0.043,-6.8,-1.2
1094,25,PHO,Jake Tsakalidis,,7.0,315.0,5005.0,1497.0,1238.0,101.0,0.49,0.0,0.657,15.9,4.8,3.9,0.3,9.9,0.095,-3.1,-1.3
1095,26,DEN,Mamadou N'Diaye,Auburn University,5.0,69.0,858.0,262.0,225.0,8.0,0.42700000000000005,0.0,0.736,12.4,3.8,3.3,0.1,1.8,0.10099999999999999,-5.3,-0.7
1096,27,IND,Primoz Brezec,,8.0,342.0,6192.0,2452.0,1327.0,179.0,0.498,0.16699999999999998,0.701,18.1,7.2,3.9,0.5,10.8,0.084,-2.5,-0.8
1097,28,POR,Erick Barkley,St. John's University,2.0,27.0,266.0,77.0,21.0,40.0,0.35600000000000004,0.267,0.9,9.9,2.9,0.8,1.5,0.2,0.027000000000000003,-3.8,-0.1
1098,29,LAL,Mark Madsen,Stanford University,9.0,453.0,5335.0,975.0,1157.0,181.0,0.457,0.063,0.527,11.8,2.2,2.6,0.4,8.2,0.07400000000000001,-2.2,-0.2
1099,30,LAC,Marko Jaric,,7.0,447.0,11246.0,3193.0,1200.0,1600.0,0.40399999999999997,0.344,0.73,25.2,7.1,2.7,3.6,12.1,0.052000000000000005,-0.5,4.3
1100,31,DAL,Dan Langhi,Vanderbilt University,4.0,133.0,1253.0,393.0,199.0,39.0,0.391,0.289,0.613,9.4,3.0,1.5,0.3,0.3,0.012,-6.8,-1.5
1101,32,CHI,A.J. Guyton,Indiana University,3.0,80.0,1246.0,442.0,80.0,147.0,0.377,0.37799999999999995,0.8220000000000001,15.6,5.5,1.0,1.8,0.3,0.01,-5.4,-1.1
1102,33,CHI,Jake Voskuhl,University of Connecticut,9.0,450.0,6443.0,1814.0,1539.0,237.0,0.48700000000000004,0.33299999999999996,0.7140000000000001,14.3,4.0,3.4,0.5,11.6,0.087,-2.2,-0.3
1103,34,CHI,Khalid El-Amin,University of Connecticut,1.0,50.0,936.0,314.0,81.0,145.0,0.37,0.33299999999999996,0.778,18.7,6.3,1.6,2.9,0.6,0.03,-3.8,-0.4
1104,35,WAS,Mike Smith,University of Louisiana at Monroe,1.0,17.0,180.0,51.0,22.0,10.0,0.322,0.16699999999999998,0.625,10.6,3.0,1.3,0.6,-0.1,-0.033,-5.5,-0.2
1105,36,NJN,Soumaila Samake,,2.0,47.0,303.0,68.0,76.0,5.0,0.389,,0.462,6.4,1.4,1.6,0.1,0.3,0.046,-6.5,-0.3
1106,37,MIA,Eddie House,Arizona State University,11.0,717.0,12405.0,5356.0,1223.0,1112.0,0.409,0.39,0.851,17.3,7.5,1.7,1.6,20.0,0.077,-1.5,1.6
1107,38,HOU,Eduardo Najera,University of Oklahoma,12.0,619.0,11213.0,3052.0,2307.0,493.0,0.48100000000000004,0.311,0.6709999999999999,18.1,4.9,3.7,0.8,24.7,0.106,0.3,6.4
1108,39,NYK,Lavor Postell,St. John's University,3.0,61.0,446.0,195.0,45.0,13.0,0.335,0.25,0.795,7.3,3.2,0.7,0.2,-0.2,-0.025,-8.6,-0.7
1109,40,ATL,Hanno Mottola,University of Utah,2.0,155.0,2360.0,715.0,442.0,75.0,0.442,0.063,0.7829999999999999,15.2,4.6,2.9,0.5,0.9,0.019,-5.8,-2.3
1110,41,SAS,Chris Carrawell,Duke University,,,,,,,,,,14.749999999999998,5.171428571428572,2.1428571428571432,1.0785714285714287,,0.018642857142857135,-4.05,0.9285714285714287
1111,42,SEA,Olumide Oyedeji,,3.0,93.0,587.0,127.0,196.0,11.0,0.495,,0.659,6.3,1.4,2.1,0.1,1.2,0.095,-4.7,-0.4
1112,43,MIL,Michael Redd,Ohio State University,12.0,629.0,20104.0,11972.0,2411.0,1338.0,0.447,0.38,0.838,32.0,19.0,3.8,2.1,55.9,0.134,0.9,14.9
1113,44,DET,Brian Cardinal,Purdue University,12.0,456.0,6477.0,2108.0,1050.0,465.0,0.408,0.37200000000000005,0.861,14.2,4.6,2.3,1.0,15.4,0.114,0.7,4.5
1114,45,SAC,Jabari Smith,Louisiana State University,4.0,108.0,1063.0,329.0,178.0,66.0,0.413,0.125,0.69,9.8,3.0,1.6,0.6,1.3,0.057999999999999996,-4.0,-0.5
1115,46,TOR,DeeAndre Hulett,College of the Sequoias,,,,,,,,,,15.205000000000002,5.67,2.2,1.1300000000000003,,0.05235000000000001,-2.755,2.1350000000000002
1116,47,SEA,Josip Sesar,,,,,,,,,,,15.9,5.9799999999999995,2.3866666666666663,1.806666666666667,,0.1528,-0.5800000000000002,3.2066666666666674
1117,48,PHI,Mark Karcher,Temple University,,,,,,,,,,12.384615384615385,4.130769230769231,2.515384615384615,0.6923076923076923,,0.037307692307692306,-3.5384615384615383,0.32307692307692304
1118,49,MIL,Jason Hart,Syracuse University,9.0,341.0,5289.0,1623.0,567.0,774.0,0.41700000000000004,0.315,0.7879999999999999,15.5,4.8,1.7,2.3,8.6,0.078,-1.7,0.3
1119,50,UTA,Kaniel Dickens,University of Idaho,3.0,19.0,85.0,22.0,12.0,2.0,0.4,0.33299999999999996,0.75,4.5,1.2,0.6,0.1,0.1,0.055,-5.0,-0.1
1120,51,MIN,Igor Rakocevic,,1.0,42.0,244.0,78.0,17.0,33.0,0.379,0.41700000000000004,0.8059999999999999,5.8,1.9,0.4,0.8,0.1,0.022000000000000002,-7.1,-0.3
1121,52,MIA,Ernest Brown,Indian Hills Community College,1.0,3.0,21.0,3.0,6.0,0.0,0.16699999999999998,,0.25,7.0,1.0,2.0,0.0,-0.2,-0.349,-24.7,-0.1
1122,53,DEN,Dan McClintock,Northern Arizona University,1.0,6.0,58.0,18.0,17.0,1.0,0.5,,0.0,9.7,3.0,2.8,0.2,0.0,0.006999999999999999,-6.6,-0.1
1123,54,SAS,Cory Hightower,Indian Hills Community College,,,,,,,,,,12.08333333333333,4.249999999999999,1.791666666666667,0.9333333333333335,,0.04466666666666666,-3.8666666666666667,-0.17499999999999996
1124,55,GSW,Chris Porter,Auburn University,1.0,51.0,1147.0,440.0,189.0,61.0,0.389,0.0,0.667,22.5,8.6,3.7,1.2,0.2,0.008,-4.6,-0.8
1125,56,IND,Jaquay Walls,University of Colorado,,,,,,,,,,11.76666666666667,3.9888888888888894,1.7666666666666668,1.2333333333333332,,0.025333333333333333,-4.477777777777778,-0.4222222222222222
1126,57,ATL,Scoonie Penn,Ohio State University,,,,,,,,,,7.3,1.75,0.75,1.15,,-0.05,-6.55,-0.25
1127,58,DAL,Pete Mickeal,University of Cincinnati,,,,,,,,,,10.162500000000001,3.6,1.725,0.5375,,0.07300000000000001,-3.3375,0.07499999999999998
1128,1,CHI,Elton Brand,Duke University,17.0,1058.0,34910.0,16827.0,9040.0,2184.0,0.5,0.095,0.736,33.0,15.9,8.5,2.1,109.6,0.151,3.1,45.2
1129,2,VAN,Steve Francis,University of Maryland,9.0,576.0,21632.0,10446.0,3215.0,3473.0,0.429,0.341,0.797,37.6,18.1,5.6,6.0,54.1,0.12,3.2,28.2
1130,3,CHH,Baron Davis,"University of California, Los Angeles",13.0,835.0,28592.0,13447.0,3183.0,6025.0,0.409,0.32,0.711,34.2,16.1,3.8,7.2,63.1,0.106,2.7,34.1
1131,4,LAC,Lamar Odom,University of Rhode Island,14.0,961.0,32131.0,12781.0,8059.0,3554.0,0.46299999999999997,0.312,0.693,33.4,13.3,8.4,3.7,77.0,0.115,2.5,36.3
1132,5,TOR,Jonathan Bender,,8.0,262.0,3847.0,1453.0,582.0,170.0,0.41700000000000004,0.34,0.763,14.7,5.5,2.2,0.6,3.8,0.047,-3.5,-1.5
1133,6,MIN,Wally Szczerbiak,Miami University,10.0,651.0,20052.0,9195.0,2602.0,1532.0,0.485,0.406,0.86,30.8,14.1,4.0,2.4,53.3,0.127,0.5,12.8
1134,7,WAS,Richard Hamilton,University of Connecticut,14.0,921.0,29559.0,15708.0,2852.0,3125.0,0.449,0.34600000000000003,0.852,32.1,17.1,3.1,3.4,62.8,0.102,-0.6,10.5
1135,8,CLE,Andre Miller,University of Utah,17.0,1304.0,40268.0,16278.0,4795.0,8524.0,0.461,0.217,0.807,30.9,12.5,3.7,6.5,100.8,0.12,1.1,31.7
1136,9,PHO,Shawn Marion,"University of Nevada, Las Vegas",16.0,1163.0,40097.0,17700.0,10101.0,2198.0,0.484,0.331,0.81,34.5,15.2,8.7,1.9,124.9,0.15,3.2,52.1
1137,10,ATL,Jason Terry,University of Arizona,19.0,1410.0,42034.0,18881.0,3274.0,5415.0,0.444,0.38,0.845,29.8,13.4,2.3,3.8,102.0,0.11599999999999999,1.2,34.1
1138,11,CLE,Trajan Langdon,Duke University,3.0,119.0,1738.0,647.0,159.0,152.0,0.41600000000000004,0.396,0.91,14.6,5.4,1.3,1.3,2.9,0.079,-1.9,0.1
1139,12,TOR,Aleksandar Radojevic,Barton County Community College,2.0,15.0,152.0,26.0,36.0,7.0,0.308,,0.625,10.1,1.7,2.4,0.5,-0.4,-0.13,-9.4,-0.3
1140,13,SEA,Corey Maggette,Duke University,14.0,827.0,23358.0,13198.0,4022.0,1696.0,0.45299999999999996,0.324,0.8220000000000001,28.2,16.0,4.9,2.1,62.2,0.128,-0.4,9.5
1141,14,MIN,William Avery,Duke University,3.0,142.0,1205.0,379.0,93.0,199.0,0.33,0.255,0.7140000000000001,8.5,2.7,0.7,1.4,-0.9,-0.034,-7.2,-1.6
1142,15,NYK,Frederic Weis,,,,,,,,,,,19.12173913043478,7.221739130434783,3.239130434782609,1.4782608695652173,,0.07165217391304347,-1.9434782608695647,5.069565217391304
1143,16,CHI,Metta World Peace,St. John's University,17.0,991.0,31440.0,13058.0,4448.0,2631.0,0.414,0.33899999999999997,0.715,31.7,13.2,4.5,2.7,61.1,0.09300000000000001,1.8,29.9
1144,17,ATL,Cal Bowdler,Old Dominion University,3.0,142.0,1383.0,424.0,272.0,29.0,0.40399999999999997,0.182,0.768,9.7,3.0,1.9,0.2,1.8,0.061,-4.7,-0.9
1145,18,DEN,James Posey,Xavier University,12.0,864.0,23260.0,7419.0,4061.0,1413.0,0.41,0.349,0.82,26.9,8.6,4.7,1.6,51.6,0.107,1.2,18.8
1146,19,UTA,Quincy Lewis,University of Minnesota,4.0,159.0,1853.0,567.0,210.0,96.0,0.397,0.33299999999999996,0.71,11.7,3.6,1.3,0.6,0.8,0.02,-4.0,-0.9
1147,20,ATL,Dion Glover,Georgia Institute of Technology,6.0,294.0,6132.0,2407.0,897.0,455.0,0.41100000000000003,0.317,0.7559999999999999,20.9,8.2,3.1,1.5,5.8,0.045,-2.4,-0.7
1148,21,GSW,Jeff Foster,Texas State University,13.0,764.0,15750.0,3747.0,5248.0,703.0,0.49700000000000005,0.13,0.615,20.6,4.9,6.9,0.9,47.5,0.145,1.3,13.0
1149,22,HOU,Kenny Thomas,University of New Mexico,11.0,632.0,17306.0,5876.0,4341.0,975.0,0.465,0.244,0.6990000000000001,27.4,9.3,6.9,1.5,31.2,0.086,-0.5,6.6
1150,23,LAL,Devean George,Augsburg College,11.0,630.0,11682.0,3536.0,1975.0,543.0,0.392,0.34299999999999997,0.721,18.5,5.6,3.1,0.9,18.2,0.075,-1.2,2.5
1151,24,UTA,Andrei Kirilenko,,13.0,797.0,23916.0,9431.0,4352.0,2169.0,0.474,0.31,0.754,30.0,11.8,5.5,2.7,75.4,0.151,5.0,42.4
1152,25,MIA,Tim James,University of Miami,3.0,43.0,261.0,68.0,46.0,11.0,0.32899999999999996,0.33299999999999996,0.652,6.1,1.6,1.1,0.3,0.0,-0.003,-7.1,-0.3
1153,26,IND,Vonteego Cummings,University of Pittsburgh,3.0,199.0,3789.0,1381.0,373.0,534.0,0.38299999999999995,0.321,0.726,19.0,6.9,1.9,2.7,2.2,0.027999999999999997,-2.9,-0.9
1154,27,ATL,Jumaine Jones,University of Georgia,8.0,471.0,9780.0,3325.0,1987.0,408.0,0.424,0.349,0.7040000000000001,20.8,7.1,4.2,0.9,15.1,0.07400000000000001,-1.0,2.4
1155,28,UTA,Scott Padgett,University of Kentucky,8.0,448.0,5613.0,1874.0,1227.0,325.0,0.41,0.373,0.736,12.5,4.2,2.7,0.7,13.2,0.113,-0.1,2.7
1156,29,SAS,Leon Smith,,2.0,15.0,104.0,33.0,33.0,3.0,0.39299999999999996,,0.647,6.9,2.2,2.2,0.2,0.2,0.11199999999999999,-4.3,-0.1
1157,30,LAL,John Celestand,Villanova University,1.0,16.0,185.0,37.0,11.0,20.0,0.33299999999999996,0.222,0.833,11.6,2.3,0.7,1.3,-0.1,-0.038,-7.4,-0.3
1158,31,LAC,Rico Hill,Illinois State University,,,,,,,,,,16.483333333333334,6.3999999999999995,2.322222222222222,1.2222222222222223,,0.06366666666666668,-2.9000000000000004,1.5777777777777777
1159,32,CHI,Michael Ruffin,University of Tulsa,9.0,414.0,5966.0,716.0,1632.0,250.0,0.40700000000000003,0.0,0.45899999999999996,14.4,1.7,3.9,0.6,6.8,0.055,-1.2,1.2
1160,33,DEN,Chris Herren,"California State University, Fresno",2.0,70.0,1005.0,224.0,73.0,167.0,0.336,0.32799999999999996,0.6920000000000001,14.4,3.2,1.0,2.4,0.5,0.025,-5.6,-0.9
1161,34,NJN,Evan Eschmeyer,Northwestern University,4.0,153.0,2138.0,421.0,601.0,76.0,0.46299999999999997,,0.621,14.0,2.8,3.9,0.5,4.0,0.09,-1.1,0.5
1162,35,WAS,Calvin Booth,Pennsylvania State University,10.0,366.0,4477.0,1190.0,1010.0,151.0,0.451,0.222,0.748,12.2,3.3,2.8,0.4,8.0,0.086,-1.3,0.8
1163,36,DAL,Wang Zhizhi,,5.0,137.0,1256.0,604.0,231.0,39.0,0.41700000000000004,0.385,0.735,9.2,4.4,1.7,0.3,2.1,0.078,-4.3,-0.7
1164,37,VAN,Obinna Ekezie,University of Maryland,4.0,143.0,1516.0,510.0,383.0,31.0,0.423,0.0,0.72,10.6,3.6,2.7,0.2,1.7,0.054000000000000006,-6.1,-1.5
1165,38,ORL,Laron Profit,University of Maryland,4.0,135.0,1537.0,441.0,209.0,166.0,0.419,0.23600000000000002,0.7120000000000001,11.4,3.3,1.5,1.2,0.7,0.021,-3.4,-0.5
1166,39,CLE,A.J. Bramlett,University of Arizona,1.0,8.0,61.0,8.0,22.0,0.0,0.19,,,7.6,1.0,2.8,0.0,-0.2,-0.129,-16.8,-0.2
1167,40,DAL,Gordan Giricek,,6.0,384.0,8824.0,3670.0,941.0,584.0,0.442,0.368,0.823,23.0,9.6,2.5,1.5,8.0,0.044000000000000004,-3.1,-2.5
1168,41,DEN,Francisco Elson,University of California,9.0,472.0,7207.0,1726.0,1638.0,260.0,0.478,0.188,0.7,15.3,3.7,3.5,0.6,11.7,0.078,-1.6,0.8
1169,42,MIN,Louis Bullock,University of Michigan,,,,,,,,,,17.533333333333335,6.316666666666666,2.655555555555556,1.5722222222222222,,0.04677777777777778,-2.8555555555555556,1.411111111111111
1170,43,CHH,Lee Nailon,Texas Christian University,6.0,306.0,5820.0,2622.0,936.0,298.0,0.474,0.111,0.7859999999999999,19.0,8.6,3.1,1.0,8.0,0.066,-3.1,-1.5
1171,44,HOU,Tyrone Washington,Mississippi State University,,,,,,,,,,15.253846153846155,5.192307692307692,2.315384615384615,1.2,,0.06307692307692309,-2.7615384615384615,0.20769230769230768
1172,45,SAC,Ryan Robertson,University of Kansas,1.0,1.0,25.0,5.0,0.0,0.0,0.33299999999999996,0.0,1.0,25.0,5.0,0.0,0.0,0.0,-0.022000000000000002,-8.4,0.0
1173,46,NYK,J.R. Koch,University of Iowa,,,,,,,,,,15.205000000000002,5.67,2.2,1.1300000000000003,,0.05235000000000001,-2.755,2.1350000000000002
1174,47,PHI,Todd MacCulloch,University of Washington,4.0,223.0,3439.0,1369.0,888.0,121.0,0.541,,0.642,15.4,6.1,4.0,0.5,11.9,0.166,0.2,1.9
1175,48,MIL,Galen Young,University of North Carolina at Charlotte,,,,,,,,,,12.384615384615385,4.130769230769231,2.515384615384615,0.6923076923076923,,0.037307692307692306,-3.5384615384615383,0.32307692307692304
1176,49,CHI,Lari Ketner,University of Massachusetts Amherst,2.0,25.0,139.0,34.0,34.0,2.0,0.406,,0.667,5.6,1.4,1.4,0.1,0.0,-0.015,-11.2,-0.3
1177,50,HOU,Venson Hamilton,University of Nebraska,,,,,,,,,,13.218181818181819,4.509090909090909,2.3909090909090907,0.6181818181818182,,0.05327272727272728,-4.0636363636363635,0.3272727272727273
1178,51,VAN,Antwain Smith,Saint Paul's College,,,,,,,,,,15.657142857142858,5.828571428571428,1.9428571428571428,1.5857142857142856,,0.04971428571428572,-3.228571428571428,2.8000000000000003
1179,52,POR,Roberto Bergersen,Boise State University,,,,,,,,,,10.064285714285715,2.9999999999999996,1.5785714285714287,0.9285714285714287,,0.03264285714285714,-3.8,0.15
1180,53,MIA,Rodney Buford,Creighton University,5.0,230.0,4182.0,1472.0,598.0,179.0,0.41200000000000003,0.3,0.758,18.2,6.4,2.6,0.8,2.9,0.033,-4.6,-2.8
1181,54,DET,Melvin Levett,University of Cincinnati,,,,,,,,,,12.08333333333333,4.249999999999999,1.791666666666667,0.9333333333333335,,0.04466666666666666,-3.8666666666666667,-0.17499999999999996
1182,55,BOS,Kris Clack,University of Texas at Austin,,,,,,,,,,13.02727272727273,4.372727272727274,1.8818181818181818,1.118181818181818,,-0.010454545454545444,-5.245454545454545,0.9454545454545454
1183,56,GSW,Tim Young,Stanford University,1.0,25.0,137.0,54.0,35.0,5.0,0.33299999999999996,,0.778,5.5,2.2,1.4,0.2,0.2,0.057999999999999996,-7.9,-0.2
1184,57,SAS,Manu Ginobili,,16.0,1057.0,26859.0,14043.0,3697.0,4001.0,0.447,0.369,0.8270000000000001,25.4,13.3,3.5,3.8,106.4,0.19,4.9,47.1
1185,58,UTA,Eddie Lucas,Virginia Polytechnic Institute and State University,,,,,,,,,,10.162500000000001,3.6,1.725,0.5375,,0.07300000000000001,-3.3375,0.07499999999999998
1186,1,LAC,Michael Olowokandi,University of the Pacific,9.0,500.0,13129.0,4135.0,3414.0,327.0,0.435,,0.597,26.3,8.3,6.8,0.7,2.5,0.009000000000000001,-4.5,-8.3
1187,2,VAN,Mike Bibby,University of Arizona,14.0,1001.0,33962.0,14698.0,3103.0,5517.0,0.436,0.379,0.802,33.9,14.7,3.1,5.5,73.2,0.10400000000000001,0.5,21.1
1188,3,DEN,Raef LaFrentz,University of Kansas,10.0,563.0,14545.0,5690.0,3423.0,606.0,0.466,0.363,0.711,25.8,10.1,6.1,1.1,39.4,0.13,1.5,12.8
1189,4,TOR,Antawn Jamison,University of North Carolina,16.0,1083.0,37638.0,20042.0,8157.0,1761.0,0.451,0.34600000000000003,0.7240000000000001,34.8,18.5,7.5,1.6,87.8,0.11199999999999999,-0.2,17.4
1190,5,GSW,Vince Carter,University of North Carolina,21.0,1463.0,45105.0,25268.0,6438.0,4636.0,0.43700000000000006,0.373,0.7979999999999999,30.8,17.3,4.4,3.2,124.9,0.133,2.8,54.8
1191,6,DAL,Robert Traylor,University of Michigan,7.0,438.0,6243.0,2085.0,1640.0,312.0,0.474,0.16699999999999998,0.5770000000000001,14.3,4.8,3.7,0.7,13.3,0.102,0.3,3.6
1192,7,SAC,Jason Williams,University of Florida,12.0,788.0,23188.0,8266.0,1810.0,4611.0,0.39799999999999996,0.327,0.813,29.4,10.5,2.3,5.9,38.5,0.08,-0.7,7.8
1193,8,PHI,Larry Hughes,Saint Louis University,13.0,727.0,22368.0,10242.0,3039.0,2290.0,0.406,0.309,0.757,30.8,14.1,4.2,3.1,32.3,0.069,-0.3,9.7
1194,9,MIL,Dirk Nowitzki,,21.0,1501.0,50950.0,31351.0,11393.0,3631.0,0.47200000000000003,0.382,0.879,33.9,20.9,7.6,2.4,206.3,0.19399999999999998,3.2,66.8
1195,10,BOS,Paul Pierce,University of Kansas,19.0,1343.0,45880.0,26397.0,7527.0,4708.0,0.445,0.368,0.8059999999999999,34.2,19.7,5.6,3.5,150.0,0.157,3.3,61.5
1196,11,DET,Bonzi Wells,Ball State University,10.0,591.0,15133.0,7147.0,2737.0,1249.0,0.46,0.327,0.6970000000000001,25.6,12.1,4.6,2.1,29.4,0.09300000000000001,0.4,9.3
1197,12,ORL,Michael Doleac,University of Utah,10.0,587.0,8789.0,2882.0,1955.0,343.0,0.439,0.125,0.7909999999999999,15.0,4.9,3.3,0.6,12.7,0.07,-3.7,-3.8
