,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP
915,17,PHO,Zarko Cabarkapa,,3.0,150.0,1550.0,640.0,312.0,85.0,0.42700000000000005,0.273,0.733,10.3,4.3,2.1,0.6,1.1,0.035,-5.2,-1.3
916,18,NOH,David West,Xavier University,15.0,1034.0,29144.0,14034.0,6590.0,2273.0,0.495,0.265,0.8170000000000001,28.2,13.6,6.4,2.2,85.9,0.141,1.5,25.8
917,19,UTA,Sasha Pavlovic,,10.0,567.0,8888.0,2787.0,1000.0,517.0,0.40399999999999997,0.34600000000000003,0.6729999999999999,15.7,4.9,1.8,0.9,7.0,0.038,-3.4,-3.2
918,20,BOS,Dahntay Jones,Duke University,13.0,624.0,9799.0,3353.0,1082.0,529.0,0.439,0.32899999999999996,0.7509999999999999,15.7,5.4,1.7,0.8,9.9,0.048,-3.7,-4.1
919,21,ATL,Boris Diaw,,14.0,1064.0,28768.0,9139.0,4634.0,3684.0,0.493,0.336,0.7170000000000001,27.0,8.6,4.4,3.5,51.6,0.086,0.7,19.5
920,22,NJN,Zoran Planinic,,3.0,148.0,1584.0,561.0,198.0,165.0,0.405,0.289,0.677,10.7,3.8,1.3,1.1,1.5,0.046,-4.2,-0.9
921,23,POR,Travis Outlaw,,11.0,622.0,13026.0,5273.0,1974.0,514.0,0.423,0.337,0.7440000000000001,20.9,8.5,3.2,0.8,16.5,0.061,-2.3,-0.9
922,24,LAL,Brian Cook,University of Illinois at Urbana-Champaign,9.0,421.0,5649.0,2312.0,1115.0,252.0,0.439,0.382,0.7829999999999999,13.4,5.5,2.6,0.6,10.2,0.086,-2.4,-0.6
923,25,DET,Carlos Delfino,,8.0,507.0,11580.0,4115.0,1815.0,887.0,0.401,0.365,0.758,22.8,8.1,3.6,1.7,22.5,0.09300000000000001,0.8,8.1
924,26,MIN,Ndudi Ebi,,2.0,19.0,86.0,40.0,19.0,4.0,0.486,0.0,0.462,4.5,2.1,1.0,0.2,0.1,0.051,-5.4,-0.1
925,27,MEM,Kendrick Perkins,,14.0,782.0,17162.0,4214.0,4532.0,813.0,0.53,0.0,0.594,21.9,5.4,5.8,1.0,27.9,0.078,-0.4,7.0
926,28,SAS,Leandro Barbosa,,14.0,850.0,18386.0,9035.0,1720.0,1775.0,0.45899999999999996,0.387,0.821,21.6,10.6,2.0,2.1,37.4,0.098,-0.4,7.4
927,29,DAL,Josh Howard,Wake Forest University,10.0,507.0,15350.0,7270.0,2886.0,817.0,0.44799999999999995,0.332,0.77,30.3,14.3,5.7,1.6,38.0,0.11900000000000001,0.6,10.3
928,30,NYK,Maciej Lampe,,3.0,64.0,632.0,215.0,142.0,22.0,0.40700000000000003,0.25,0.6759999999999999,9.9,3.4,2.2,0.3,-0.2,-0.013999999999999999,-8.7,-1.1
929,31,CLE,Jason Kapono,"University of California, Los Angeles",9.0,509.0,9068.0,3398.0,844.0,417.0,0.442,0.434,0.835,17.8,6.7,1.7,0.8,10.3,0.055,-3.0,-2.3
930,32,LAL,Luke Walton,University of Arizona,10.0,564.0,9685.0,2649.0,1588.0,1317.0,0.429,0.326,0.715,17.2,4.7,2.8,2.3,13.5,0.067,-1.2,1.9
931,33,MIA,Jerome Beasley,University of North Dakota,1.0,2.0,5.0,2.0,1.0,0.0,0.33299999999999996,,,2.5,1.0,0.5,0.0,0.0,-0.11699999999999999,-22.4,0.0
932,34,LAC,Sofoklis Schortsanitis,,,,,,,,,,,15.108695652173916,5.013043478260869,2.0869565217391304,1.5826086956521739,,0.042956521739130435,-3.452173913043478,0.3826086956521739
933,35,MIL,Szymon Szewczyk,,,,,,,,,,,16.822222222222223,5.572222222222223,3.677777777777778,1.327777777777778,,0.057055555555555554,-2.6333333333333333,4.238888888888889
934,36,CHI,Mario Austin,Mississippi State University,,,,,,,,,,13.514285714285714,4.921428571428571,2.0285714285714285,1.2785714285714287,,0.032357142857142855,-3.964285714285715,-0.41428571428571426
935,37,ATL,Travis Hansen,Brigham Young University,1.0,41.0,507.0,123.0,70.0,19.0,0.354,0.3,0.815,12.4,3.0,1.7,0.5,0.2,0.019,-5.0,-0.4
936,38,WAS,Steve Blake,University of Maryland,13.0,870.0,20823.0,5662.0,1816.0,3446.0,0.401,0.38299999999999995,0.779,23.9,6.5,2.1,4.0,29.1,0.067,-1.8,1.3
937,39,NYK,Slavko Vranes,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,,,3.0,0.0,0.0,0.0,0.0,-0.371,-21.4,0.0
938,40,GSW,Derrick Zimmerman,Mississippi State University,1.0,2.0,32.0,4.0,4.0,7.0,0.667,,,16.0,2.0,2.0,3.5,0.0,0.004,-9.7,-0.1
939,41,SEA,Willie Green,University of Detroit Mercy,12.0,731.0,14783.0,6059.0,1303.0,1018.0,0.425,0.34600000000000003,0.765,20.2,8.3,1.8,1.4,12.9,0.042,-3.6,-5.9
940,42,ORL,Zaza Pachulia,,16.0,1080.0,22068.0,7363.0,6273.0,1412.0,0.469,0.0,0.75,20.4,6.8,5.8,1.3,52.5,0.114,-0.2,9.8
941,43,MIL,Keith Bogans,University of Kentucky,11.0,671.0,14527.0,4257.0,1817.0,866.0,0.39399999999999996,0.353,0.716,21.6,6.3,2.7,1.3,20.4,0.068,-0.8,4.5
942,44,HOU,Malick Badiane,,,,,,,,,,,15.253846153846155,5.192307692307692,2.315384615384615,1.2,,0.06307692307692309,-2.7615384615384615,0.20769230769230768
943,45,CHI,Matt Bonner,University of Florida,12.0,792.0,13356.0,4632.0,2371.0,552.0,0.46399999999999997,0.414,0.78,16.9,5.8,3.0,0.7,38.5,0.138,1.0,10.1
944,46,DEN,Sani Becirovic,,,,,,,,,,,15.205000000000002,5.67,2.2,1.1300000000000003,,0.05235000000000001,-2.755,2.1350000000000002
945,47,UTA,Mo Williams,University of Alabama,13.0,818.0,23872.0,10759.0,2264.0,3990.0,0.434,0.37799999999999995,0.871,29.2,13.2,2.8,4.9,40.0,0.08,-0.5,8.9
946,48,NOH,James Lang,,1.0,11.0,55.0,11.0,11.0,2.0,0.444,,0.6,5.0,1.0,1.0,0.2,0.1,0.047,-4.0,0.0
947,49,IND,James Jones,University of Miami,14.0,709.0,11098.0,3717.0,1276.0,366.0,0.401,0.401,0.84,15.7,5.2,1.8,0.5,25.2,0.109,-0.6,4.0
948,50,PHI,Paccelis Morlende,,,,,,,,,,,13.218181818181819,4.509090909090909,2.3909090909090907,0.6181818181818182,,0.05327272727272728,-4.0636363636363635,0.3272727272727273
949,51,NJN,Kyle Korver,Creighton University,16.0,1159.0,29903.0,11442.0,3479.0,2020.0,0.444,0.431,0.879,25.8,9.9,3.0,1.7,70.4,0.113,0.8,21.1
950,52,TOR,Remon Van de Hare,,,,,,,,,,,10.064285714285715,2.9999999999999996,1.5785714285714287,0.9285714285714287,,0.03264285714285714,-3.8,0.15
951,53,CHI,Tommy Smith,Arizona State University,,,,,,,,,,14.02222222222222,4.0,1.9333333333333331,0.9222222222222223,,0.013222222222222222,-4.266666666666667,0.17777777777777784
952,54,POR,Nedzad Sinanovic,,,,,,,,,,,12.08333333333333,4.249999999999999,1.791666666666667,0.9333333333333335,,0.04466666666666666,-3.8666666666666667,-0.17499999999999996
953,55,MIN,Rick Rickert,University of Minnesota,,,,,,,,,,13.02727272727273,4.372727272727274,1.8818181818181818,1.118181818181818,,-0.010454545454545444,-5.245454545454545,0.9454545454545454
954,56,BOS,Brandon Hunter,Ohio University,2.0,67.0,630.0,220.0,187.0,22.0,0.47600000000000003,0.0,0.488,9.4,3.3,2.8,0.3,0.7,0.055,-5.4,-0.5
955,57,DAL,Xue Yuyang,,,,,,,,,,,7.3,1.75,0.75,1.15,,-0.05,-6.55,-0.25
956,58,DET,Andreas Glyniadakis,,1.0,13.0,81.0,17.0,8.0,1.0,0.47100000000000003,,0.5,6.2,1.3,0.6,0.1,-0.2,-0.14300000000000002,-12.1,-0.2
957,1,HOU,Yao Ming,,8.0,486.0,15818.0,9247.0,4494.0,769.0,0.524,0.2,0.833,32.5,19.0,9.2,1.6,65.9,0.2,2.3,17.0
958,2,CHI,Jay Williams,Duke University,1.0,75.0,1961.0,714.0,195.0,350.0,0.39899999999999997,0.322,0.64,26.1,9.5,2.6,4.7,0.8,0.02,-2.2,-0.1
959,3,GSW,Mike Dunleavy,Duke University,15.0,986.0,27340.0,11048.0,4211.0,2185.0,0.441,0.377,0.8029999999999999,27.7,11.2,4.3,2.2,58.5,0.10300000000000001,0.3,15.9
960,4,MEM,Drew Gooden,University of Kansas,14.0,790.0,20127.0,8653.0,5618.0,896.0,0.462,0.257,0.76,25.5,11.0,7.1,1.1,43.9,0.105,-1.5,2.3
961,5,DEN,Nikoloz Tskitishvili,,4.0,172.0,1946.0,507.0,307.0,114.0,0.304,0.235,0.73,11.3,2.9,1.8,0.7,-1.6,-0.039,-6.3,-2.1
962,6,CLE,Dajuan Wagner,University of Memphis,4.0,103.0,2202.0,964.0,142.0,195.0,0.366,0.321,0.77,21.4,9.4,1.4,1.9,0.0,0.0,-5.6,-2.0
963,7,NYK,Nene Hilario,,17.0,954.0,25100.0,10876.0,5796.0,1712.0,0.5479999999999999,0.135,0.6609999999999999,26.3,11.4,6.1,1.8,73.0,0.14,1.8,24.4
964,8,LAC,Chris Wilcox,University of Maryland,11.0,628.0,12474.0,5150.0,3076.0,455.0,0.541,0.0,0.643,19.9,8.2,4.9,0.7,26.9,0.10300000000000001,-1.6,1.2
965,9,PHO,Amar'e Stoudemire,,14.0,846.0,26254.0,15994.0,6632.0,1050.0,0.537,0.23600000000000002,0.7609999999999999,31.0,18.9,7.8,1.2,92.5,0.16899999999999998,0.5,16.8
966,10,MIA,Caron Butler,University of Connecticut,14.0,881.0,28333.0,12430.0,4387.0,2007.0,0.434,0.348,0.847,32.2,14.1,5.0,2.3,50.9,0.086,0.2,15.9
967,11,WAS,Jared Jeffries,Indiana University,11.0,629.0,13579.0,3003.0,2563.0,798.0,0.426,0.25,0.583,21.6,4.8,4.1,1.3,13.1,0.046,-0.9,3.8
968,12,LAC,Melvin Ely,"California State University, Fresno",9.0,375.0,6005.0,1992.0,1215.0,261.0,0.46,0.0,0.625,16.0,5.3,3.2,0.7,4.0,0.032,-3.6,-2.4
969,13,MIL,Marcus Haislip,University of Tennessee,4.0,89.0,854.0,311.0,131.0,16.0,0.43700000000000006,0.35,0.659,9.6,3.5,1.5,0.2,0.5,0.026000000000000002,-6.2,-0.9
970,14,IND,Fred Jones,University of Oregon,7.0,430.0,10299.0,3206.0,958.0,990.0,0.41100000000000003,0.353,0.809,24.0,7.5,2.2,2.3,16.5,0.077,-0.9,2.8
971,15,HOU,Bostjan Nachbar,,6.0,317.0,5628.0,2252.0,836.0,283.0,0.406,0.375,0.784,17.8,7.1,2.6,0.9,8.7,0.07400000000000001,-2.3,-0.4
972,16,PHI,Jiri Welsch,,4.0,247.0,4596.0,1519.0,602.0,375.0,0.40299999999999997,0.34299999999999997,0.752,18.6,6.1,2.4,1.5,5.7,0.059000000000000004,-2.1,-0.1
973,17,WAS,Juan Dixon,University of Maryland,7.0,436.0,8509.0,3678.0,816.0,775.0,0.413,0.341,0.833,19.5,8.4,1.9,1.8,6.1,0.034,-3.0,-2.1
974,18,ORL,Curtis Borchardt,Stanford University,2.0,83.0,1117.0,258.0,278.0,64.0,0.42100000000000004,0.0,0.742,13.5,3.1,3.3,0.8,1.0,0.040999999999999995,-2.4,-0.1
975,19,UTA,Ryan Humphrey,University of Notre Dame,3.0,85.0,772.0,197.0,189.0,18.0,0.344,0.0,0.539,9.1,2.3,2.2,0.2,-0.4,-0.027000000000000003,-7.6,-1.1
976,20,TOR,Kareem Rush,University of Missouri,7.0,346.0,5956.0,2213.0,572.0,353.0,0.4,0.358,0.703,17.2,6.4,1.7,1.0,1.7,0.013000000000000001,-4.1,-3.2
977,21,POR,Qyntel Woods,Northeast Mississippi Community College,4.0,167.0,2060.0,691.0,385.0,105.0,0.452,0.35700000000000004,0.603,12.3,4.1,2.3,0.6,1.4,0.032,-3.0,-0.5
978,22,PHO,Casey Jacobsen,Stanford University,4.0,287.0,5320.0,1488.0,516.0,304.0,0.39299999999999996,0.35200000000000004,0.769,18.5,5.2,1.8,1.1,6.2,0.055999999999999994,-2.3,-0.4
979,23,DET,Tayshaun Prince,University of Kentucky,14.0,1017.0,31576.0,11272.0,4332.0,2406.0,0.455,0.36700000000000005,0.7559999999999999,31.0,11.1,4.3,2.4,63.1,0.096,0.1,16.6
980,24,NJN,Nenad Krstic,,7.0,419.0,10547.0,4210.0,2261.0,346.0,0.494,0.14300000000000002,0.73,25.2,10.0,5.4,0.8,21.5,0.098,-2.6,-1.5
981,25,DEN,Frank Williams,University of Illinois at Urbana-Champaign,3.0,86.0,952.0,253.0,77.0,166.0,0.35200000000000004,0.3,0.833,11.1,2.9,0.9,1.9,0.1,0.003,-5.0,-0.7
982,26,SAS,John Salmons,University of Miami,13.0,895.0,23672.0,8292.0,2603.0,2183.0,0.431,0.366,0.799,26.4,9.3,2.9,2.4,33.9,0.069,-1.0,5.8
983,27,LAL,Chris Jefferies,"California State University, Fresno",2.0,72.0,861.0,281.0,88.0,29.0,0.38299999999999995,0.365,0.667,12.0,3.9,1.2,0.4,-0.5,-0.03,-6.3,-0.9
984,28,SAC,Dan Dickau,Gonzaga University,6.0,300.0,4617.0,1745.0,405.0,752.0,0.401,0.341,0.831,15.4,5.8,1.4,2.5,5.9,0.061,-2.3,-0.4
985,30,GSW,Steve Logan,University of Cincinnati,,,,,,,,,,17.082352941176474,5.905882352941176,3.1411764705882357,1.2764705882352942,,0.06447058823529413,-2.2235294117647055,2.6
986,31,CHI,Roger Mason,University of Virginia,10.0,518.0,9147.0,3289.0,897.0,677.0,0.408,0.38299999999999995,0.866,17.7,6.3,1.7,1.3,13.0,0.068,-1.8,0.5
987,32,MEM,Robert Archibald,University of Illinois at Urbana-Champaign,2.0,44.0,328.0,51.0,69.0,16.0,0.28300000000000003,,0.429,7.5,1.2,1.6,0.4,0.0,-0.004,-5.0,-0.2
988,33,DEN,Vincent Yarbrough,University of Tennessee,1.0,59.0,1381.0,406.0,162.0,130.0,0.39299999999999996,0.26899999999999996,0.79,23.4,6.9,2.7,2.2,1.0,0.035,-2.4,-0.1
989,34,MIL,Dan Gadzuric,"University of California, Los Angeles",10.0,527.0,7793.0,2465.0,2326.0,196.0,0.5,0.0,0.498,14.8,4.7,4.4,0.4,15.8,0.09699999999999999,-1.3,1.3
990,35,CLE,Carlos Boozer,Duke University,13.0,861.0,26901.0,13976.0,8192.0,1928.0,0.521,0.071,0.722,31.2,16.2,9.5,2.2,80.3,0.14300000000000002,1.2,22.1
991,36,NYK,Milos Vujanic,,,,,,,,,,,13.514285714285714,4.921428571428571,2.0285714285714285,1.2785714285714287,,0.032357142857142855,-3.964285714285715,-0.41428571428571426
992,37,ATL,David Andersen,,2.0,103.0,1264.0,501.0,292.0,57.0,0.44,0.34700000000000003,0.674,12.3,4.9,2.8,0.6,1.5,0.059000000000000004,-4.2,-0.7
993,38,HOU,Tito Maddox,"California State University, Fresno",1.0,9.0,35.0,11.0,7.0,5.0,0.25,0.0,0.625,3.9,1.2,0.8,0.6,0.0,-0.011000000000000001,-2.2,0.0
994,39,WAS,Rod Grizzard,University of Alabama,,,,,,,,,,15.2125,5.36875,2.08125,1.3624999999999998,,0.0640625,-2.90625,1.075
995,40,WAS,Juan Carlos Navarro,,1.0,82.0,2117.0,896.0,210.0,177.0,0.402,0.361,0.8490000000000001,25.8,10.9,2.6,2.2,1.4,0.031,-2.3,-0.1
996,41,LAC,Mario Kasun,,2.0,73.0,569.0,198.0,188.0,11.0,0.467,0.0,0.636,7.8,2.7,2.6,0.2,0.8,0.069,-5.9,-0.6
997,42,MIL,Ronald Murray,Shaw University,8.0,487.0,11077.0,4817.0,1006.0,1096.0,0.414,0.304,0.725,22.7,9.9,2.1,2.3,8.5,0.037000000000000005,-2.9,-2.6
998,43,POR,Jason Jennings,Arkansas State University,,,,,,,,,,16.94375,6.58125,2.6375,1.2437500000000001,,0.03325,-3.4000000000000004,2.4000000000000004
999,44,CHI,Lonny Baxter,University of Maryland,4.0,162.0,1884.0,637.0,477.0,40.0,0.466,0.2,0.657,11.6,3.9,2.9,0.2,2.9,0.075,-5.1,-1.5
1000,45,PHI,Sam Clancy,University of Southern California,,,,,,,,,,16.4,5.605263157894737,2.542105263157895,1.010526315789474,,0.07073684210526315,-2.4526315789473685,2.6
1001,46,MEM,Matt Barnes,"University of California, Los Angeles",14.0,929.0,21967.0,7589.0,4281.0,1691.0,0.436,0.335,0.745,23.6,8.2,4.6,1.8,42.8,0.09300000000000001,1.0,16.7
1002,47,UTA,Jamal Sampson,University of California,5.0,72.0,631.0,142.0,242.0,26.0,0.491,0.0,0.537,8.8,2.0,3.4,0.4,1.4,0.106,-2.1,0.0
1003,48,MIL,Chris Owens,University of Texas at Austin,1.0,1.0,6.0,4.0,1.0,0.0,0.667,,,6.0,4.0,1.0,0.0,0.0,-0.032,-10.7,0.0
1004,49,SEA,Peter Fehse,,,,,,,,,,,10.692307692307692,3.384615384615384,1.8307692307692305,0.9384615384615385,,0.011461538461538457,-4.8769230769230765,0.43846153846153846
1005,50,BOS,Darius Songaila,Wake Forest University,8.0,495.0,9229.0,3415.0,1689.0,589.0,0.499,0.158,0.8440000000000001,18.6,6.9,3.4,1.2,15.9,0.083,-1.7,0.7
1006,51,POR,Federico Kammerichs,,,,,,,,,,,15.657142857142858,5.828571428571428,1.9428571428571428,1.5857142857142856,,0.04971428571428572,-3.228571428571428,2.8000000000000003
1007,52,MIN,Marcus Taylor,Michigan State University,,,,,,,,,,10.064285714285715,2.9999999999999996,1.5785714285714287,0.9285714285714287,,0.03264285714285714,-3.8,0.15
1008,53,MIA,Rasual Butler,La Salle University,13.0,809.0,17219.0,6092.0,1934.0,658.0,0.40299999999999997,0.36200000000000004,0.747,21.3,7.5,2.4,0.8,20.8,0.057999999999999996,-2.1,-0.4
1009,54,NJN,Tamar Slay,Marshall University,3.0,66.0,517.0,173.0,70.0,31.0,0.361,0.265,0.5379999999999999,7.8,2.6,1.1,0.5,-0.3,-0.028999999999999998,-6.0,-0.5
1010,55,DAL,Mladen Sekularac,,,,,,,,,,,13.02727272727273,4.372727272727274,1.8818181818181818,1.118181818181818,,-0.010454545454545444,-5.245454545454545,0.9454545454545454
1011,56,SAS,Luis Scola,,10.0,743.0,19001.0,8882.0,4941.0,1194.0,0.493,0.33899999999999997,0.74,25.6,12.0,6.7,1.6,45.7,0.115,-0.5,7.3
1012,57,SAS,Randy Holcomb,San Diego State University,1.0,4.0,11.0,2.0,1.0,0.0,1.0,,,2.8,0.5,0.3,0.0,0.0,0.15,-1.8,0.0
1013,58,SAC,Corsley Edwards,Central Connecticut State University,1.0,10.0,110.0,27.0,25.0,3.0,0.32299999999999995,,0.583,11.0,2.7,2.5,0.3,0.1,0.026000000000000002,-5.2,-0.1
1014,1,WAS,Kwame Brown,,12.0,607.0,13389.0,4035.0,3333.0,554.0,0.49200000000000005,0.111,0.57,22.1,6.6,5.5,0.9,20.8,0.07400000000000001,-2.1,-0.4
1015,2,LAC,Tyson Chandler,,18.0,1131.0,31364.0,9469.0,10390.0,961.0,0.596,0.0,0.645,27.7,8.4,9.2,0.8,101.5,0.155,1.5,27.4
1016,3,ATL,Pau Gasol,,18.0,1223.0,40971.0,20890.0,11295.0,3923.0,0.507,0.369,0.754,33.5,17.1,9.2,3.2,144.1,0.16899999999999998,3.5,56.9
1017,4,CHI,Eddy Curry,,11.0,527.0,13109.0,6820.0,2725.0,287.0,0.545,1.0,0.642,24.9,12.9,5.2,0.5,21.7,0.08,-3.5,-5.0
1018,5,GSW,Jason Richardson,Michigan State University,13.0,857.0,29241.0,14644.0,4245.0,2284.0,0.43799999999999994,0.37,0.7070000000000001,34.1,17.1,5.0,2.7,59.1,0.09699999999999999,1.3,24.4
1019,6,MEM,Shane Battier,Duke University,13.0,977.0,30004.0,8408.0,4082.0,1717.0,0.43700000000000006,0.384,0.743,30.7,8.6,4.2,1.8,75.7,0.121,2.9,37.0
1020,7,NJN,Eddie Griffin,Seton Hall University,5.0,303.0,6729.0,2171.0,1744.0,236.0,0.377,0.315,0.6709999999999999,22.2,7.2,5.8,0.8,10.9,0.078,-1.0,1.7
1021,8,CLE,DeSagana Diop,,12.0,601.0,8403.0,1185.0,2219.0,270.0,0.42700000000000005,0.16699999999999998,0.467,14.0,2.0,3.7,0.4,12.8,0.073,0.0,4.3
1022,9,DET,Rodney White,University of North Carolina at Charlotte,4.0,218.0,3354.0,1540.0,485.0,237.0,0.424,0.314,0.7490000000000001,15.4,7.1,2.2,1.1,1.8,0.026000000000000002,-3.8,-1.5
1023,10,BOS,Joe Johnson,University of Arkansas,17.0,1276.0,44234.0,20405.0,5059.0,5001.0,0.441,0.371,0.802,34.7,16.0,4.0,3.9,82.8,0.09,0.4,26.4
1024,11,BOS,Kedrick Brown,Okaloosa-Walton Community College,4.0,143.0,1935.0,509.0,347.0,103.0,0.405,0.27399999999999997,0.64,13.5,3.6,2.4,0.7,3.0,0.07400000000000001,-2.2,-0.1
1025,12,SEA,Vladimir Radmanovic,,12.0,737.0,16164.0,5879.0,2784.0,998.0,0.415,0.37799999999999995,0.758,21.9,8.0,3.8,1.4,26.5,0.079,-0.1,7.7
1026,13,HOU,Richard Jefferson,University of Arizona,17.0,1181.0,34293.0,14904.0,4720.0,2412.0,0.46399999999999997,0.376,0.768,29.0,12.6,4.0,2.0,83.0,0.11599999999999999,0.3,19.8
1027,14,GSW,Troy Murphy,University of Notre Dame,12.0,729.0,19921.0,7860.0,5708.0,1088.0,0.445,0.38799999999999996,0.785,27.3,10.8,7.8,1.5,50.3,0.121,-0.1,9.5
1028,15,ORL,Steven Hunter,DePaul University,8.0,400.0,5993.0,1817.0,1264.0,79.0,0.56,0.0,0.485,15.0,4.5,3.2,0.2,10.6,0.085,-2.8,-1.3
1029,16,CHH,Kirk Haston,Indiana University,2.0,27.0,134.0,32.0,27.0,8.0,0.23199999999999998,0.0,0.5,5.0,1.2,1.0,0.3,-0.5,-0.19699999999999998,-13.5,-0.4
1030,17,TOR,Michael Bradley,Villanova University,5.0,173.0,2016.0,483.0,591.0,93.0,0.47700000000000004,0.14300000000000002,0.511,11.7,2.8,3.4,0.5,2.0,0.047,-3.7,-0.9
1031,18,HOU,Jason Collins,Stanford University,13.0,735.0,14974.0,2621.0,2706.0,626.0,0.41100000000000003,0.20600000000000002,0.647,20.4,3.6,3.7,0.9,20.1,0.064,-2.0,0.2
1032,19,POR,Zach Randolph,Michigan State University,17.0,1116.0,34616.0,18578.0,10208.0,2049.0,0.47100000000000003,0.273,0.764,31.0,16.6,9.1,1.8,81.1,0.11199999999999999,-0.4,13.6
1033,20,CLE,Brendan Haywood,University of North Carolina,13.0,816.0,18680.0,5538.0,4875.0,442.0,0.528,0.0,0.5870000000000001,22.9,6.8,6.0,0.5,43.8,0.113,-0.2,8.4
1034,21,BOS,Joseph Forte,University of North Carolina,2.0,25.0,125.0,30.0,17.0,17.0,0.23399999999999999,0.0,0.8,5.0,1.2,0.7,0.7,-0.4,-0.166,-10.1,-0.3
1035,22,ORL,Jeryl Sasser,Southern Methodist University,2.0,82.0,1061.0,204.0,191.0,67.0,0.303,0.295,0.687,12.9,2.5,2.3,0.8,0.7,0.032,-2.9,-0.2
1036,23,HOU,Brandon Armstrong,Pepperdine University,3.0,108.0,699.0,239.0,63.0,24.0,0.35200000000000004,0.33299999999999996,0.6,6.5,2.2,0.6,0.2,-0.6,-0.039,-8.6,-1.2
1037,24,UTA,Raul Lopez,,2.0,113.0,2135.0,733.0,194.0,428.0,0.429,0.34600000000000003,0.853,18.9,6.5,1.7,3.8,2.1,0.047,-3.5,-0.8
1038,25,SAC,Gerald Wallace,University of Alabama,14.0,832.0,24731.0,9933.0,4838.0,1725.0,0.469,0.312,0.7090000000000001,29.7,11.9,5.8,2.1,59.7,0.11599999999999999,2.4,27.3
1039,26,PHI,Samuel Dalembert,Seton Hall University,13.0,886.0,21646.0,6814.0,6942.0,465.0,0.521,0.083,0.706,24.4,7.7,7.8,0.5,51.3,0.114,-0.7,7.2
1040,27,MEM,Jamaal Tinsley,Iowa State University,11.0,547.0,14443.0,4652.0,1605.0,3330.0,0.39299999999999996,0.299,0.716,26.4,8.5,2.9,6.1,17.2,0.057,-0.4,5.7
1041,28,SAS,Tony Parker,,18.0,1248.0,38181.0,19416.0,3388.0,7018.0,0.491,0.32299999999999995,0.7509999999999999,30.6,15.6,2.7,5.6,111.3,0.14,0.7,25.8
1042,30,CHI,Trenton Hassell,Austin Peay State University,9.0,644.0,16278.0,3741.0,1826.0,1132.0,0.445,0.318,0.765,25.3,5.8,2.8,1.8,13.8,0.040999999999999995,-2.3,-1.3
1043,31,GSW,Gilbert Arenas,University of Arizona,11.0,552.0,19351.0,11402.0,2168.0,2909.0,0.42100000000000004,0.35100000000000003,0.8029999999999999,35.1,20.7,3.9,5.3,51.3,0.127,2.9,24.1
1044,32,ORL,Omar Cook,St. John's University,2.0,22.0,213.0,37.0,13.0,46.0,0.33299999999999996,0.0,0.5,9.7,1.7,0.6,2.1,-0.1,-0.021,-6.1,-0.2
1045,33,MEM,Will Solomon,Clemson University,2.0,115.0,1584.0,584.0,132.0,225.0,0.37799999999999995,0.298,0.6920000000000001,13.8,5.1,1.1,2.0,0.0,0.0,-4.7,-1.1
1046,34,ATL,Terence Morris,University of Maryland,3.0,139.0,1934.0,472.0,377.0,93.0,0.40700000000000003,0.196,0.711,13.9,3.4,2.7,0.7,1.0,0.025,-3.6,-0.8
1047,35,NJN,Brian Scalabrine,University of Southern California,11.0,520.0,6772.0,1594.0,1034.0,436.0,0.39,0.344,0.7829999999999999,13.0,3.1,2.0,0.8,7.6,0.054000000000000006,-2.6,-1.1
1048,36,CLE,Jeff Trepagnier,University of Southern California,3.0,31.0,270.0,88.0,43.0,22.0,0.337,0.462,0.7,8.7,2.8,1.4,0.7,-0.2,-0.038,-4.8,-0.2
1049,37,PHI,Damone Brown,Syracuse University,4.0,39.0,351.0,108.0,52.0,19.0,0.336,0.28600000000000003,0.667,9.0,2.8,1.3,0.5,-0.7,-0.1,-10.3,-0.7
1050,38,DET,Mehmet Okur,,10.0,634.0,18429.0,8561.0,4436.0,1089.0,0.45799999999999996,0.375,0.797,29.1,13.5,7.0,1.7,54.7,0.142,1.4,15.7
1051,39,NYK,Michael Wright,University of Arizona,,,,,,,,,,15.2125,5.36875,2.08125,1.3624999999999998,,0.0640625,-2.90625,1.075
1052,40,SEA,Earl Watson,"University of California, Los Angeles",13.0,878.0,19494.0,5593.0,1985.0,3871.0,0.41100000000000003,0.324,0.703,22.2,6.4,2.3,4.4,19.2,0.047,-1.8,1.0
1053,41,IND,Jamison Brewer,Auburn University,4.0,54.0,468.0,89.0,50.0,56.0,0.37200000000000005,0.25,0.39299999999999996,8.7,1.6,0.9,1.0,0.0,-0.001,-4.4,-0.3
1054,42,SEA,Bobby Simmons,DePaul University,10.0,466.0,11513.0,4189.0,1791.0,710.0,0.43700000000000006,0.396,0.823,24.7,9.0,3.8,1.5,20.1,0.084,-0.1,5.4
1055,43,NYK,Eric Chenowith,University of Kansas,,,,,,,,,,16.94375,6.58125,2.6375,1.2437500000000001,,0.03325,-3.4000000000000004,2.4000000000000004
1056,44,DAL,Kyle Hill,Eastern Illinois University,,,,,,,,,,15.253846153846155,5.192307692307692,2.315384615384615,1.2,,0.06307692307692309,-2.7615384615384615,0.20769230769230768
